Id,Lot Area,Overall Qual,Year Built,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,TotRms AbvGrd,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,SalePrice,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,Exter Qual_TA,Kitchen Qual_Gd,Kitchen Qual_TA
2223,21000,6,1953,184.0,35.0,869.0,905.0,1809.0,2259,0,0,2259,7,450.0,166,120,192,0,0,0,0,217000,0,0,0,1,1,0
2009,8737,6,1923,0.0,300.0,0.0,765.0,1065.0,915,720,0,1635,6,440.0,0,38,0,144,0,0,0,210000,0,0,0,1,0,1
394,8750,5,1970,76.0,828.0,0.0,174.0,1002.0,1002,0,0,1002,5,902.0,0,0,0,0,0,0,0,148500,0,0,0,1,0,1
1738,8499,6,2006,0.0,0.0,0.0,616.0,616.0,616,796,0,1412,6,432.0,0,36,0,0,0,0,0,156932,0,0,0,1,1,0
1196,11072,5,1965,0.0,0.0,0.0,1728.0,1728.0,1728,0,0,1728,10,576.0,0,0,0,0,0,0,0,145000,0,0,0,1,0,1
828,6762,7,2007,0.0,902.0,0.0,380.0,1282.0,1290,0,0,1290,6,662.0,168,0,0,0,0,0,0,200000,0,0,0,0,1,0
1694,15431,10,2005,400.0,1430.0,0.0,564.0,1994.0,2046,0,0,2046,7,878.0,188,65,0,0,175,0,0,450000,0,1,0,0,0,0
571,3230,6,1999,894.0,381.0,0.0,348.0,729.0,742,729,0,1471,6,440.0,0,24,0,0,0,0,0,172500,0,0,0,1,0,1
1192,10800,6,1974,0.0,956.0,182.0,384.0,1522.0,1548,1066,0,2614,9,624.0,38,243,0,0,0,0,0,240000,0,0,0,1,0,1
1806,11143,8,2004,0.0,0.0,0.0,1580.0,1580.0,1580,886,0,2466,8,610.0,159,214,0,0,0,0,0,340000,0,0,0,0,1,0
962,8925,8,2007,0.0,16.0,0.0,1450.0,1466.0,1466,0,0,1466,7,610.0,100,18,0,0,0,0,0,201000,0,0,0,0,1,0
2142,10356,5,1975,0.0,716.0,0.0,253.0,969.0,969,0,0,969,5,440.0,0,0,0,0,0,0,0,122000,0,0,0,1,0,1
1648,12299,7,1978,67.0,1328.0,0.0,201.0,1529.0,1664,0,0,1664,7,663.0,0,0,0,0,0,0,0,213000,0,0,0,1,1,0
618,9900,6,1967,0.0,1173.0,0.0,507.0,1680.0,1691,0,0,1691,5,550.0,0,67,260,0,0,0,0,175000,0,0,0,0,0,1
2108,6762,7,2007,108.0,664.0,0.0,544.0,1208.0,1208,0,0,1208,6,628.0,105,54,0,0,0,0,0,195400,0,0,0,0,1,0
772,11625,5,1967,172.0,527.0,0.0,525.0,1052.0,1052,0,0,1052,6,668.0,0,215,0,0,0,0,0,113500,0,0,0,1,0,1
2672,6435,6,1939,0.0,0.0,0.0,972.0,972.0,972,605,0,1577,6,312.0,0,0,0,0,0,0,0,140200,0,0,0,1,0,0
2492,8450,5,1968,90.0,162.0,270.0,450.0,882.0,909,0,0,909,5,294.0,0,155,0,0,0,0,0,116000,0,0,0,1,0,1
2903,11577,9,2005,382.0,1455.0,0.0,383.0,1838.0,1838,0,0,1838,9,682.0,161,225,0,0,0,0,0,359900,0,0,0,0,0,0
2783,8340,6,1977,62.0,509.0,0.0,166.0,675.0,686,702,0,1388,6,317.0,406,36,0,0,0,0,0,157500,0,0,0,1,0,1
786,10708,5,1955,0.0,379.0,768.0,470.0,1617.0,1867,0,0,1867,7,303.0,476,0,0,0,142,0,0,190000,0,0,0,0,0,1
740,6911,5,1924,0.0,405.0,0.0,740.0,1145.0,1301,0,0,1301,5,440.0,0,0,0,0,0,0,0,100000,0,0,0,1,0,0
2546,8800,6,1964,425.0,553.0,0.0,698.0,1251.0,1251,0,0,1251,6,461.0,0,116,0,0,0,0,700,160000,0,0,0,1,0,1
851,10739,7,2002,68.0,1259.0,0.0,172.0,1431.0,1444,0,0,1444,6,577.0,144,40,0,0,0,0,0,203000,0,0,0,0,1,0
1833,9572,8,1990,336.0,482.0,0.0,971.0,1453.0,1453,1357,0,2810,9,750.0,500,0,0,0,0,0,0,302000,1,0,0,0,1,0
76,8012,6,1980,0.0,543.0,119.0,261.0,923.0,923,0,0,923,5,264.0,80,0,0,0,0,0,0,143000,0,0,0,1,0,1
2151,16226,8,1998,0.0,281.0,0.0,747.0,1028.0,1210,1242,0,2452,9,683.0,208,50,0,0,0,0,0,267000,0,0,0,0,1,0
1880,10899,4,1964,0.0,0.0,0.0,0.0,0.0,1224,0,0,1224,8,530.0,0,0,0,0,0,0,0,103000,0,0,0,1,0,1
2907,4500,6,1998,443.0,1201.0,0.0,36.0,1237.0,1337,0,0,1337,5,405.0,0,199,0,0,0,0,0,153500,0,0,0,1,0,1
1831,16647,5,1975,0.0,1390.0,0.0,0.0,1390.0,1701,0,0,1701,6,611.0,0,0,0,0,0,0,0,171000,0,0,0,1,0,1
2836,8707,4,1924,0.0,0.0,0.0,1093.0,1093.0,1093,576,0,1669,9,288.0,0,0,56,0,0,0,0,107000,0,0,0,1,0,1
1955,8300,6,1968,86.0,952.0,0.0,0.0,952.0,952,0,0,952,5,288.0,0,0,0,0,0,0,0,128500,0,0,0,1,0,1
1926,9770,5,1957,0.0,512.0,0.0,410.0,922.0,922,0,0,922,5,308.0,0,34,0,0,0,0,0,116000,0,0,0,1,0,1
2924,17400,5,1977,0.0,936.0,0.0,190.0,1126.0,1126,0,0,1126,5,484.0,295,41,0,0,0,0,0,160000,0,0,0,1,0,1
1003,5070,8,1992,0.0,0.0,0.0,1280.0,1280.0,1280,0,0,1280,5,506.0,0,82,0,0,144,0,0,180000,0,0,1,0,1,0
1667,7920,5,1970,32.0,81.0,619.0,214.0,914.0,914,0,0,914,5,368.0,120,0,0,0,0,0,0,133000,0,0,0,1,0,0
2905,7020,7,1997,200.0,1243.0,0.0,45.0,1288.0,1368,0,0,1368,8,784.0,0,48,0,0,0,0,0,215000,0,0,0,1,0,1
921,7500,6,1942,0.0,547.0,0.0,224.0,771.0,753,741,0,1494,7,213.0,0,0,0,0,224,0,0,177500,0,0,0,1,1,0
1780,10612,8,2006,248.0,28.0,0.0,1496.0,1524.0,1534,0,0,1534,7,484.0,168,46,0,0,0,0,0,215000,0,0,0,0,1,0
746,6120,5,1938,0.0,273.0,0.0,679.0,952.0,994,588,0,1582,6,250.0,189,0,34,150,0,0,0,150000,0,0,0,1,0,1
254,12376,7,1990,0.0,1470.0,0.0,203.0,1673.0,1699,1523,0,3222,11,594.0,367,0,0,0,0,0,0,320000,0,0,0,1,1,0
606,10004,6,1964,180.0,196.0,345.0,975.0,1516.0,1516,0,0,1516,6,472.0,0,0,0,0,152,0,0,167000,0,0,0,1,0,1
2703,8250,5,1935,0.0,0.0,0.0,0.0,0.0,1032,0,0,1032,6,260.0,0,0,121,0,0,0,0,125000,0,0,0,1,0,1
1306,12205,3,1949,0.0,0.0,0.0,448.0,448.0,1588,0,0,1588,6,0.0,0,0,0,0,0,0,0,65000,0,0,0,1,0,1
2102,11175,7,2007,0.0,0.0,0.0,1316.0,1316.0,1316,0,0,1316,6,440.0,0,20,0,0,0,0,0,200141,0,0,0,0,1,0
1784,9965,7,2007,0.0,0.0,0.0,1528.0,1528.0,1528,0,0,1528,6,480.0,0,228,0,0,0,0,0,235876,0,0,0,0,1,0
941,8660,5,1900,0.0,0.0,0.0,760.0,760.0,928,928,312,2168,11,576.0,467,160,78,0,0,0,0,123000,0,0,0,1,1,0
2699,12375,5,1951,41.0,329.0,0.0,477.0,806.0,1081,341,0,1422,7,288.0,0,0,0,0,0,0,0,137500,0,0,0,1,0,1
2127,8070,4,1994,0.0,588.0,0.0,402.0,990.0,990,0,0,990,5,0.0,0,0,0,0,0,0,0,123600,0,0,0,1,0,1
2607,8658,6,1965,101.0,643.0,0.0,445.0,1088.0,1324,0,0,1324,6,440.0,0,138,0,0,0,0,0,160000,0,0,0,1,0,1
1754,8063,6,2000,0.0,0.0,0.0,924.0,924.0,948,742,0,1690,7,463.0,100,48,0,0,0,0,0,181000,0,0,0,1,0,1
1367,8235,5,1955,0.0,180.0,645.0,0.0,825.0,825,0,0,825,4,720.0,140,50,0,0,0,0,0,125000,0,0,0,1,0,1
580,11700,6,1968,0.0,298.0,0.0,429.0,727.0,829,727,0,1556,8,441.0,0,0,0,0,0,0,0,154000,0,0,0,1,0,1
341,12961,6,1993,0.0,944.0,0.0,208.0,1152.0,1152,645,0,1797,7,616.0,162,312,0,0,0,0,0,231000,0,0,0,0,1,0
26,8450,5,1968,0.0,775.0,0.0,281.0,1056.0,1056,0,0,1056,6,304.0,0,85,184,0,0,0,0,142000,0,0,0,1,0,1
2667,22950,10,1892,0.0,0.0,0.0,1107.0,1107.0,1518,1518,572,3608,12,840.0,0,260,0,0,410,0,0,475000,0,0,0,0,0,0
2884,5748,8,2005,473.0,1573.0,0.0,0.0,1573.0,1778,0,0,1778,5,495.0,123,53,0,0,153,0,0,375000,0,0,0,0,0,0
28,10500,4,1971,0.0,432.0,0.0,432.0,864.0,864,0,0,864,5,0.0,0,0,0,0,0,0,0,115000,0,0,0,1,0,1
531,7500,7,2004,0.0,410.0,0.0,811.0,1221.0,1221,0,0,1221,6,400.0,0,113,0,0,0,0,0,185000,0,0,0,0,1,0
2189,10042,6,1920,0.0,144.0,278.0,238.0,660.0,740,125,0,865,4,216.0,0,0,84,0,0,0,0,108500,0,0,0,1,0,1
2508,2544,7,2005,0.0,0.0,0.0,600.0,600.0,520,623,80,1223,4,480.0,0,166,0,0,0,0,0,147400,0,0,0,0,1,0
573,3768,7,1999,218.0,549.0,0.0,142.0,691.0,713,739,0,1452,6,506.0,0,34,0,0,0,0,0,156000,0,0,0,0,1,0
1363,10320,5,1915,0.0,0.0,0.0,880.0,880.0,880,428,0,1308,6,400.0,0,0,117,0,0,0,0,120000,0,0,0,1,0,1
487,9734,7,2004,0.0,241.0,113.0,30.0,384.0,744,630,0,1374,7,400.0,0,0,0,0,0,0,0,167000,0,0,0,0,1,0
1083,3182,7,2005,14.0,16.0,0.0,1330.0,1346.0,1504,0,0,1504,7,437.0,156,20,0,0,0,0,0,191000,0,0,0,0,1,0
1620,8872,6,1997,0.0,0.0,0.0,384.0,384.0,754,630,0,1384,7,390.0,0,0,0,0,0,0,0,161500,0,0,0,1,0,1
1929,12198,5,1955,0.0,780.0,0.0,424.0,1204.0,1411,0,0,1411,7,310.0,278,82,0,0,0,0,0,130000,0,0,0,1,0,1
1820,8480,5,1963,0.0,630.0,0.0,340.0,970.0,970,0,0,970,5,624.0,0,24,0,0,192,0,0,132500,0,0,0,1,0,1
1398,10200,5,1970,0.0,704.0,0.0,160.0,864.0,904,0,0,904,5,912.0,143,0,0,0,0,0,0,144000,0,0,0,1,1,0
2177,9555,5,1979,0.0,0.0,0.0,0.0,0.0,1100,1133,0,2233,11,579.0,0,0,0,0,0,0,0,141000,0,0,0,1,0,1
2144,7200,4,1972,0.0,385.0,0.0,0.0,385.0,875,0,0,875,5,728.0,352,0,0,0,0,0,0,117000,0,0,0,1,1,0
2697,6780,6,1935,0.0,490.0,0.0,30.0,520.0,520,0,234,754,5,0.0,53,0,0,0,0,0,0,84500,0,0,0,1,0,1
1403,53227,4,1954,0.0,1116.0,0.0,248.0,1364.0,1663,0,0,1663,6,529.0,224,137,0,0,0,0,0,256000,0,0,0,1,1,0
596,9100,5,1965,0.0,338.0,466.0,121.0,925.0,925,0,0,925,5,429.0,0,0,0,0,0,0,0,117500,0,0,0,1,0,1
922,9600,5,1940,0.0,428.0,0.0,300.0,728.0,976,332,0,1308,7,256.0,0,70,0,0,0,0,0,160000,0,0,0,0,0,1
2065,14175,5,1956,0.0,386.0,522.0,332.0,1240.0,1375,0,0,1375,6,323.0,0,0,0,0,0,0,0,187000,0,0,0,1,0,1
1710,14277,8,2003,280.0,938.0,0.0,379.0,1317.0,1217,1168,0,2385,7,818.0,192,228,0,0,0,0,0,350000,0,1,0,0,1,0
1034,9000,5,1974,0.0,0.0,0.0,896.0,896.0,896,896,0,1792,8,480.0,0,45,0,0,0,0,0,133000,0,0,0,1,0,1
1057,13693,8,2007,554.0,1728.0,495.0,195.0,2418.0,2464,0,0,2464,9,650.0,358,78,0,0,0,0,0,417500,0,1,0,0,0,0
470,3635,7,2007,130.0,988.0,0.0,398.0,1386.0,1569,0,0,1569,7,660.0,143,20,0,0,0,0,0,175900,0,0,0,0,1,0
819,10933,9,2009,242.0,1021.0,0.0,534.0,1555.0,1680,0,0,1680,8,1138.0,185,24,0,0,0,0,0,323262,0,0,0,0,0,0
2160,8450,7,2003,0.0,699.0,0.0,638.0,1337.0,1337,0,0,1337,6,531.0,0,39,0,0,0,0,0,185000,0,0,0,0,1,0
2552,8550,6,1934,0.0,574.0,0.0,242.0,816.0,816,0,0,816,4,240.0,228,0,40,0,0,0,0,129800,0,0,0,1,0,1
41,12182,7,2005,226.0,1201.0,0.0,340.0,1541.0,1541,0,0,1541,7,532.0,0,70,0,0,0,0,0,220000,0,1,0,0,1,0
742,6120,4,1935,0.0,0.0,0.0,884.0,884.0,989,584,0,1573,6,240.0,0,0,54,0,120,0,0,133000,0,0,0,1,1,0
686,10800,4,1949,0.0,0.0,0.0,832.0,832.0,832,629,0,1461,6,384.0,0,204,0,0,0,0,0,133500,0,0,0,1,0,1
314,12760,6,1976,0.0,0.0,0.0,1958.0,1958.0,2048,0,0,2048,9,776.0,0,0,0,0,0,0,0,170000,0,0,0,1,0,1
1630,7655,6,1993,0.0,0.0,0.0,903.0,903.0,910,732,0,1642,7,392.0,290,84,0,0,0,0,0,168000,0,0,0,1,0,1
191,10560,6,1922,0.0,283.0,0.0,455.0,738.0,868,602,0,1470,6,624.0,0,0,0,0,0,0,0,140750,0,0,0,1,0,1
1626,7500,6,1999,0.0,0.0,0.0,938.0,938.0,957,1342,0,2299,7,482.0,188,30,0,0,0,0,0,204000,0,0,0,1,0,1
59,9505,7,2001,180.0,0.0,0.0,884.0,884.0,884,1151,0,2035,8,434.0,144,48,0,0,0,0,0,222500,0,0,0,0,1,0
2632,10205,5,1962,0.0,784.0,0.0,141.0,925.0,999,0,0,999,6,300.0,150,72,0,0,0,0,0,134500,0,0,0,1,0,1
1835,4379,8,2004,0.0,851.0,0.0,527.0,1378.0,1378,0,0,1378,6,540.0,160,56,0,0,0,0,0,214000,0,0,0,0,1,0
2675,7800,5,1939,0.0,507.0,0.0,286.0,793.0,793,325,0,1118,5,410.0,0,0,0,0,271,0,0,119900,0,0,0,1,0,1
1503,12108,4,1955,270.0,133.0,0.0,1307.0,1440.0,1440,0,0,1440,8,0.0,0,0,0,0,0,0,0,118000,0,0,0,1,0,0
1963,7000,5,1960,45.0,588.0,0.0,422.0,1010.0,1134,0,0,1134,6,254.0,0,16,0,0,0,0,0,135000,0,0,0,1,0,1
1352,13053,6,1923,0.0,0.0,0.0,833.0,833.0,1053,795,0,1848,8,370.0,0,0,0,0,220,0,0,207000,0,0,0,1,1,0
1519,8400,6,1925,0.0,423.0,0.0,758.0,1181.0,1390,304,0,1694,7,576.0,342,0,128,0,0,0,0,136500,0,0,0,1,0,1
1305,6000,4,1954,0.0,0.0,0.0,901.0,901.0,901,0,0,901,4,281.0,0,0,0,0,0,0,0,107900,0,0,0,1,0,1
2014,6240,6,1938,0.0,52.0,0.0,809.0,861.0,861,548,0,1409,6,528.0,225,0,84,0,0,0,0,126000,0,0,0,1,0,1
1,31770,6,1960,112.0,639.0,0.0,441.0,1080.0,1656,0,0,1656,7,528.0,210,62,0,0,0,0,0,215000,0,0,0,1,0,1
1052,12474,10,2007,272.0,1280.0,0.0,402.0,1682.0,1742,590,0,2332,9,846.0,196,134,0,0,0,0,0,426000,0,1,0,0,0,0
622,9600,5,1950,0.0,607.0,0.0,506.0,1113.0,1113,0,0,1113,5,264.0,0,80,120,0,0,0,0,147000,0,0,0,0,1,0
913,8574,6,1916,0.0,0.0,0.0,816.0,816.0,1232,0,0,1232,6,440.0,0,0,180,0,0,0,0,147500,0,0,0,0,1,0
1058,14418,9,2007,480.0,1375.0,0.0,575.0,1950.0,1950,0,0,1950,7,706.0,156,207,0,0,0,0,0,383000,0,1,0,0,0,0
2348,10400,7,1988,102.0,929.0,0.0,916.0,1845.0,1872,0,0,1872,6,604.0,197,39,0,0,0,0,0,241500,0,0,0,1,0,1
1527,15564,6,1914,0.0,0.0,0.0,676.0,676.0,676,588,0,1264,6,400.0,424,0,0,0,0,0,400,147500,0,0,0,1,0,1
1011,13543,8,2005,130.0,16.0,0.0,1152.0,1168.0,1168,1332,0,2500,9,683.0,192,32,0,0,0,0,0,355000,0,0,1,0,0,0
1332,6130,5,1924,0.0,784.0,0.0,0.0,784.0,784,0,0,784,5,0.0,0,0,116,0,0,0,0,109500,0,0,0,1,1,0
709,5925,2,1940,0.0,0.0,0.0,0.0,0.0,612,0,0,612,4,308.0,0,0,25,0,0,0,0,45000,0,0,0,1,0,1
209,24090,7,1940,0.0,0.0,0.0,1032.0,1032.0,1207,1196,0,2403,10,349.0,56,0,318,0,0,0,0,244400,0,0,0,1,0,1
619,9600,6,1953,238.0,1285.0,0.0,131.0,1416.0,1644,0,0,1644,7,418.0,110,0,0,0,0,0,0,167000,0,0,0,1,0,1
2150,8158,7,2002,214.0,0.0,0.0,860.0,860.0,860,869,0,1729,7,542.0,386,63,0,0,0,0,0,200000,0,0,0,0,1,0
2704,5220,5,1936,0.0,0.0,0.0,830.0,830.0,879,0,0,879,4,180.0,0,108,0,0,0,0,0,80000,0,0,0,1,0,1
2839,8172,5,1955,0.0,167.0,0.0,697.0,864.0,864,0,0,864,5,572.0,0,0,0,0,0,0,0,115000,0,0,0,1,0,1
1242,9000,6,1956,74.0,616.0,0.0,580.0,1196.0,1196,0,0,1196,6,297.0,0,44,0,0,0,0,0,139000,0,0,0,1,0,1
2714,7844,6,1978,203.0,209.0,0.0,463.0,672.0,672,728,0,1400,6,440.0,0,0,0,0,0,0,0,149500,0,0,0,1,0,1
799,9084,4,1940,0.0,0.0,0.0,755.0,755.0,755,755,0,1510,7,296.0,120,0,0,0,0,0,0,108000,0,0,0,1,0,1
1260,10800,4,1900,0.0,0.0,0.0,0.0,0.0,694,600,0,1294,7,0.0,220,114,210,0,0,0,0,106250,0,0,0,1,0,1
2107,8556,7,2006,0.0,0.0,0.0,1240.0,1240.0,1240,0,0,1240,5,826.0,140,93,0,0,0,0,0,194000,0,0,0,0,1,0
2486,9100,5,1962,51.0,36.0,0.0,952.0,988.0,988,0,0,988,6,624.0,0,0,0,0,0,0,0,129500,0,0,0,1,0,1
1911,8668,5,1968,0.0,0.0,0.0,1560.0,1560.0,1560,0,0,1560,8,792.0,0,0,0,0,0,0,0,126000,0,0,0,1,0,1
896,11767,5,1950,0.0,1078.0,0.0,0.0,1078.0,1368,0,0,1368,6,195.0,0,41,211,0,0,0,900,120000,0,0,0,1,0,1
272,8400,7,2004,109.0,712.0,0.0,761.0,1473.0,1484,0,0,1484,7,606.0,0,35,0,144,0,0,0,213000,0,0,0,0,1,0
2521,3874,8,1980,0.0,807.0,0.0,419.0,1226.0,1226,0,0,1226,4,484.0,133,78,0,0,0,0,0,190000,0,0,0,0,1,0
2324,8076,6,1993,112.0,705.0,0.0,455.0,1160.0,1169,0,0,1169,6,402.0,0,26,0,0,144,0,0,183500,0,0,0,1,0,1
1953,10090,7,1963,364.0,242.0,483.0,0.0,725.0,1035,616,0,1651,6,276.0,460,46,0,0,165,0,0,172000,0,0,0,1,0,1
887,8877,4,1938,0.0,690.0,0.0,126.0,816.0,816,0,0,816,3,288.0,0,0,0,0,0,0,0,100000,0,0,0,1,0,1
1479,11058,7,2007,212.0,56.0,0.0,1508.0,1564.0,1564,0,0,1564,6,814.0,0,24,0,0,0,0,0,218836,0,0,0,0,1,0
1317,10800,6,1905,0.0,0.0,0.0,482.0,482.0,1221,691,0,1912,7,672.0,0,25,212,0,0,0,0,163000,0,0,0,1,0,1
1750,10936,7,2006,0.0,0.0,0.0,1510.0,1510.0,1525,0,0,1525,6,534.0,100,18,0,0,0,0,0,206580,0,0,0,0,1,0
2815,8461,6,2005,0.0,0.0,0.0,728.0,728.0,728,728,0,1456,8,390.0,0,24,0,0,0,0,0,163990,0,0,0,0,1,0
2692,7518,5,1910,0.0,0.0,0.0,396.0,396.0,665,665,0,1330,7,390.0,0,72,45,0,0,0,0,116500,0,0,0,0,0,1
1090,8010,7,2002,0.0,0.0,0.0,840.0,840.0,840,880,0,1720,7,400.0,138,48,0,0,0,0,0,188000,0,0,0,0,1,0
1912,10050,5,1966,87.0,602.0,0.0,191.0,793.0,1280,0,0,1280,6,432.0,140,40,0,0,0,0,0,175000,0,0,0,1,0,1
1634,4740,8,1988,0.0,248.0,0.0,918.0,1166.0,1179,0,0,1179,5,480.0,0,108,0,0,135,0,0,182000,0,0,1,0,0,1
1974,6978,5,1926,0.0,0.0,0.0,850.0,850.0,960,0,0,960,5,576.0,0,0,116,0,0,0,0,103000,0,0,0,0,0,1
1764,11400,10,2001,705.0,1282.0,0.0,1351.0,2633.0,2633,0,0,2633,8,804.0,314,140,0,0,0,0,0,466500,1,0,0,0,0,0
634,9240,6,1959,0.0,708.0,0.0,280.0,988.0,988,0,0,988,6,297.0,156,0,0,0,0,0,0,149500,0,0,0,0,1,0
1683,2304,7,1978,0.0,632.0,6.0,423.0,1061.0,1055,0,0,1055,4,319.0,108,32,0,0,0,0,0,142500,0,0,0,1,0,1
2199,7223,5,1926,0.0,319.0,0.0,971.0,1290.0,1422,0,0,1422,6,352.0,0,0,64,0,0,0,0,136500,0,0,0,1,0,1
2789,3612,6,1993,0.0,338.0,0.0,292.0,630.0,630,690,0,1320,5,484.0,0,48,0,0,0,0,0,137000,0,0,0,1,0,1
1018,12680,7,1988,102.0,983.0,0.0,692.0,1675.0,1688,0,0,1688,6,528.0,0,48,0,0,141,0,0,226500,0,0,0,0,0,0
14,10176,7,1990,0.0,637.0,0.0,663.0,1300.0,1341,0,0,1341,5,506.0,192,0,0,0,0,0,0,171500,0,0,0,1,1,0
2782,10780,5,1976,0.0,483.0,0.0,428.0,911.0,954,0,0,954,6,576.0,0,0,0,0,0,0,0,132500,0,0,0,1,0,1
2626,8544,3,1949,340.0,0.0,0.0,0.0,0.0,1040,0,0,1040,6,400.0,0,0,0,0,0,0,0,87500,0,0,0,1,0,1
1175,10646,7,2001,513.0,681.0,0.0,177.0,858.0,872,917,0,1789,7,546.0,0,0,0,0,0,0,0,223000,0,0,0,1,0,1
1232,8400,6,1962,237.0,0.0,0.0,1319.0,1319.0,1537,0,0,1537,7,462.0,0,36,0,0,0,0,0,174000,0,0,0,0,1,0
2590,15428,5,1951,0.0,741.0,0.0,143.0,884.0,884,0,0,884,4,270.0,0,0,0,0,195,0,0,142000,0,0,0,1,0,1
2463,11216,8,2006,0.0,0.0,0.0,1489.0,1489.0,1489,0,0,1489,7,776.0,0,140,0,0,0,0,0,232600,0,0,0,0,1,0
2358,10140,6,1974,99.0,663.0,377.0,0.0,1040.0,1309,0,0,1309,5,484.0,265,0,0,0,0,648,0,181000,0,0,0,1,1,0
2911,3964,6,1973,0.0,837.0,0.0,105.0,942.0,1291,1230,0,2521,10,576.0,728,20,0,0,0,0,0,151400,0,0,0,1,0,1
1699,11428,8,2006,248.0,0.0,0.0,1626.0,1626.0,1634,0,0,1634,7,866.0,0,44,0,0,0,0,0,250000,0,1,0,0,1,0
115,10421,7,1988,42.0,394.0,0.0,586.0,980.0,980,734,0,1714,7,496.0,228,66,156,0,0,0,500,196500,0,0,0,1,0,1
1998,13500,7,1879,0.0,0.0,0.0,819.0,819.0,1312,1142,0,2454,8,576.0,0,148,150,0,0,0,0,185000,0,0,0,1,0,1
589,9000,6,1969,200.0,955.0,0.0,261.0,1216.0,1216,0,0,1216,5,336.0,0,0,0,0,0,0,0,113000,0,0,0,1,0,1
1641,8089,8,2007,0.0,945.0,0.0,474.0,1419.0,1419,0,0,1419,7,567.0,140,0,0,0,0,0,0,392000,0,0,1,0,1,0
2821,9400,6,1975,250.0,945.0,0.0,0.0,945.0,980,0,0,980,4,0.0,0,0,0,0,0,0,0,127500,0,0,0,1,0,1
1846,2117,6,2000,216.0,417.0,0.0,339.0,756.0,769,804,0,1573,4,440.0,0,32,0,0,0,0,0,177000,0,0,0,0,1,0
1805,10625,6,2004,353.0,0.0,0.0,1158.0,1158.0,1158,1285,0,2443,9,744.0,193,127,0,0,0,0,0,265000,0,0,0,0,1,0
1853,8413,8,1998,0.0,901.0,0.0,319.0,1220.0,1220,1142,0,2362,8,1105.0,147,0,36,0,144,0,0,312500,0,0,0,0,1,0
1321,13500,10,1893,0.0,0.0,0.0,1237.0,1237.0,1521,1254,0,2775,9,880.0,105,502,0,0,0,0,0,325000,0,0,0,0,1,0
564,15676,8,1980,115.0,1733.0,92.0,189.0,2014.0,2014,0,0,2014,6,864.0,462,0,0,255,0,0,0,275000,0,0,0,0,1,0
1771,9950,7,1995,290.0,565.0,0.0,638.0,1203.0,1214,1306,0,2520,9,721.0,224,114,0,0,0,0,0,290000,1,0,0,0,1,0
90,15410,6,1974,250.0,126.0,859.0,223.0,1208.0,1494,0,0,1494,7,461.0,296,0,186,0,0,0,0,169000,0,0,0,1,0,1
2684,6000,5,1921,0.0,616.0,0.0,0.0,616.0,616,0,0,616,4,205.0,0,0,129,0,0,0,0,89000,0,0,0,1,0,1
13,8402,6,1998,0.0,0.0,0.0,789.0,789.0,789,676,0,1465,7,393.0,0,75,0,0,0,0,0,180400,0,0,0,1,0,1
445,10655,8,2003,296.0,1124.0,479.0,1603.0,3206.0,1629,0,0,1629,7,880.0,0,0,0,0,0,0,0,284000,0,1,0,0,1,0
1914,10150,5,1958,1.0,456.0,0.0,456.0,912.0,912,0,0,912,5,275.0,0,0,0,0,0,0,0,114500,0,0,0,1,0,1
2811,10084,7,2005,196.0,24.0,0.0,1528.0,1552.0,1552,0,0,1552,7,782.0,144,20,0,0,0,0,0,212900,0,0,0,0,1,0
850,16285,7,2001,0.0,0.0,0.0,1413.0,1413.0,1430,0,0,1430,6,605.0,0,33,0,0,0,0,0,187100,0,0,0,0,1,0
1844,3230,6,1999,1129.0,419.0,0.0,310.0,729.0,729,729,0,1458,5,440.0,0,32,0,0,0,0,0,176000,0,0,0,1,0,1
2225,21579,6,1968,0.0,813.0,0.0,675.0,1488.0,1488,0,0,1488,7,552.0,0,0,216,0,0,0,0,215000,0,0,0,1,0,1
1477,8320,7,2004,0.0,490.0,0.0,280.0,770.0,770,812,0,1582,6,520.0,0,45,0,0,0,0,0,185900,0,0,0,0,1,0
399,6960,4,1970,0.0,375.0,239.0,250.0,864.0,864,0,0,864,5,660.0,96,0,0,0,0,0,500,120500,0,0,0,1,1,0
2431,21930,5,2005,0.0,0.0,0.0,732.0,732.0,734,1104,0,1838,7,372.0,100,40,0,0,0,0,0,192140,0,0,0,0,0,1
1605,6600,5,1982,0.0,641.0,0.0,175.0,816.0,816,0,0,816,5,264.0,0,0,0,0,0,0,0,130500,0,0,0,0,1,0
897,8405,4,1945,0.0,0.0,0.0,0.0,0.0,1088,441,0,1529,9,240.0,92,0,185,0,0,0,0,98000,0,0,0,1,0,1
1426,11778,9,2008,554.0,2085.0,0.0,186.0,2271.0,2276,0,0,2276,7,1348.0,0,0,70,0,255,0,0,475000,0,0,0,0,0,0
2240,8967,5,1920,0.0,0.0,0.0,961.0,961.0,1077,0,0,1077,6,338.0,0,0,0,0,0,0,0,67000,0,0,0,1,0,1
